Ce_wt,Cr_wt,T_equil_C,C,SI,MN,CU,NI,P,S,CE,CR,calculation_status,calculation_error,stable_phases,n_stable_phases,phasefrac_FCC_A1#1,phasefrac_MS_B1#1,phase_fraction_sum,phasefrac_base_CE2C3_D5C,phasefrac_base_CE3S4_D73,phasefrac_base_LAVES_C15,phasefrac_base_MU_PHASE,phasefrac_base_LAVES_C14,phasefrac_base_BCC_A2,phasefrac_base_CHI,phasefrac_base_MS_B1,phasefrac_base_FCC_A1,phasefrac_base_SIGMA,phasefrac_base_CE2S3,phasefrac_base_M7C3_D101,matrix_phase_fraction,matrix_Cr_wt,matrix_Mn_wt,matrix_Cu_wt,phasefrac_CE2S3#1,phasefrac_CE3S4_D73#1,phasefrac_CE2C3_D5C#1,harmful_phase_fraction,calphad_feasible
0.04,1.2,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.04,1.2,ok,,FCC_A1#1;MS_B1#1,2,0.9998274972498418,0.00017250275015826309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017250275015826309,0.9998274972498418,0.0,0.0,0.0,0.9998274972498418,1.2003222520776626,0.6001611260374345,0.3500939901894591,,,,0.0,True
0.04,1.3,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.04,1.3,ok,,FCC_A1#1;MS_B1#1,2,0.999827509903302,0.00017249009669787247,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017249009669787247,0.999827509903302,0.0,0.0,0.0,0.999827509903302,1.3003491064174395,0.6001611260374207,0.35009399018945125,,,,0.0,True
0.045,0.8,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.045,0.8,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997990842867659,0.00017255852373132132,1.0,2.8357189502815183e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017255852373132132,0.9997990842867659,0.0,0.0,0.0,0.9997990842867659,0.8002407815286969,0.6001805861452801,0.35010534191894666,,,2.8357189502815183e-05,0.0,True
0.045,0.9,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.045,0.9,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9998019523039726,0.00017254586211573318,0.9999999999999997,2.5501833911396515e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017254586211573318,0.9998019523039726,0.0,0.0,0.0,0.9998019523039726,0.9002679418308848,0.6001786278860283,0.350104199601043,,,2.5501833911396515e-05,0.0,True
0.045,1.0,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.045,1.0,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.999804855387757,0.0001725332023581279,0.9999999999999999,2.2611409884795404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725332023581279,0.999804855387757,0.0,0.0,0.0,0.999804855387757,1.000294408805822,0.6001766452822821,0.35010304308218265,,,2.2611409884795404e-05,0.0,True
0.045,1.1,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.045,1.1,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9998077938670723,0.00017252054445809832,0.9999999999999999,1.9685588469567348e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017252054445809832,0.9998077938670723,0.0,0.0,0.0,0.9998077938670723,1.1003201698584648,0.6001746381034254,0.35010187222784006,,,1.9685588469567348e-05,0.0,True
0.045,1.2,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.045,1.2,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.999810768072008,0.00017250788841523243,1.0000000000000002,1.6724039576981674e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017250788841523243,0.999810768072008,0.0,0.0,0.0,0.999810768072008,1.2003452122383793,0.600172606118006,0.35010068690300467,,,1.6724039576981674e-05,0.0,True
0.045,1.3,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.045,1.3,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9998137783335191,0.00017249523422912405,1.0,1.3726432251853311e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017249523422912405,0.9998137783335191,0.0,0.0,0.0,0.9998137783335191,1.3003695230394021,0.6001705490939409,0.35009948697229,,,1.3726432251853311e-05,0.0,True
0.05,0.8,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.05,0.8,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997533475285261,0.00017256366501349445,0.9999999999999999,7.408880646032522e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017256366501349445,0.9997533475285261,0.0,0.0,0.0,0.9997533475285261,0.8002826274535839,0.6002119705889672,0.35012364951108577,,,7.408880646032522e-05,0.0,True
0.05,0.9,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.05,0.9,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.999756264514184,0.00017255100264337142,1.0,7.118448317265449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017255100264337142,0.999756264514184,0.0,0.0,0.0,0.999756264514184,0.9003149713167642,0.6002099808766388,0.35012248884555136,,,7.118448317265449e-05,0.0,True
0.05,1.0,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.05,1.0,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997592169675014,0.0001725383421313987,0.9999999999999999,6.824469036710297e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725383421313987,0.9997592169675014,0.0,0.0,0.0,0.9997592169675014,1.0003466108989107,0.600207966538159,0.3501213138147648,,,6.824469036710297e-05,0.0,True
0.05,1.1,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.05,1.1,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997622052176274,0.0001725256834771665,1.0000000000000002,6.526909889569091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725256834771665,0.9997622052176274,0.0,0.0,0.0,0.9997622052176274,1.1003775334637942,0.6002059273427182,0.35012012428407896,,,6.526909889569091e-05,0.0,True
0.05,1.2,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.05,1.2,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997652295947247,0.00017251302668026445,0.9999999999999999,6.225737859485888e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017251302668026445,0.9997652295947247,0.0,0.0,0.0,0.9997652295947247,1.2004077261198116,0.600203863058744,0.35011892011842227,,,6.225737859485888e-05,0.0,True
0.05,1.3,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.05,1.3,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997682904299402,0.00017250037174028465,0.9999999999999998,5.9209198319275764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017250037174028465,0.9997682904299402,0.0,0.0,0.0,0.9997682904299402,1.3004371758194058,0.6002017734539672,0.3501177011822909,,,5.9209198319275764e-05,0.0,True
0.055,0.8,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.055,0.8,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997077116330534,0.0001725688066023945,1.0,0.00011971956034418712,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725688066023945,0.9997077116330534,0.0,0.0,0.0,0.9997077116330534,0.8003243829546871,0.6002432872148149,0.35014191754281765,,,0.00011971956034418712,0.0,True
0.055,0.9,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.055,0.9,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997106785884179,0.0001725561434776693,0.9999999999999999,0.00011676526810436122,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725561434776693,0.9997106785884179,0.0,0.0,0.0,0.9997106785884179,0.9003618980312174,0.6002412653529619,0.35014073812339364,,,0.00011676526810436122,0.0,True
0.055,1.0,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.055,1.0,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997136814145238,0.0001725434822112591,1.0,0.00011377510326505514,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725434822112591,0.9997136814145238,0.0,0.0,0.0,0.9997136814145238,1.0003986976382917,0.6002392185818083,0.35013954417354487,,,0.00011377510326505514,0.0,True
0.055,1.1,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.055,1.1,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997167204405514,0.00017253082280275302,1.0,0.00011074873664583284,0.0,0.0,0.0,0.0,0.0,0.0,0.00017253082280275302,0.9997167204405514,0.0,0.0,0.0,0.9997167204405514,1.1004347688979481,0.600237146670456,0.35013833555858215,,,0.00011074873664583284,0.0,True
0.055,1.2,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.055,1.2,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997197959966225,0.0001725181652517447,0.9999999999999999,0.00010768583812564388,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725181652517447,0.9997197959966225,0.0,0.0,0.0,0.9997197959966225,1.2004700987769,0.600235049387312,0.35013711214340615,,,0.00010768583812564388,0.0,True
0.055,1.3,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.055,1.3,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9997229084137649,0.00017250550955782328,1.0000000000000002,0.00010458607667746695,0.0,0.0,0.0,0.0,0.0,0.0,0.00017250550955782328,0.9997229084137649,0.0,0.0,0.0,0.9997229084137649,1.3005046740859862,0.6002329265001033,0.35013587379252464,,,0.00010458607667746695,0.0,True
0.06,0.8,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.06,0.8,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.99966218038871,0.00017257394849805403,0.9999999999999999,0.00016524566279183333,0.0,0.0,0.0,0.0,0.0,0.0,0.00017257394849805403,0.99966218038871,0.0,0.0,0.0,0.99966218038871,0.8003660445440177,0.6002745334068367,0.3501601444881507,,,0.00016524566279183333,0.0,True
0.06,0.9,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.06,0.9,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996651983353915,0.00017256128461865618,0.9999999999999997,0.00016224037998962423,0.0,0.0,0.0,0.0,0.0,0.0,0.00017256128461865618,0.9996651983353915,0.0,0.0,0.0,0.9996651983353915,0.9004087180288411,0.6002724786847338,0.35015894590024793,,,0.00016224037998962423,0.0,True
0.06,1.0,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.06,1.0,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996682525575511,0.0001725486225977366,0.9999999999999999,0.00015919881985108938,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725486225977366,0.9996682525575511,0.0,0.0,0.0,0.9996682525575511,1.0004506646167766,0.6002703987689194,0.3501577326160154,,,0.00015919881985108938,0.0,True
0.06,1.1,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.06,1.1,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996713433842307,0.00017253596243489063,0.9999999999999999,0.00015612065333427187,0.0,0.0,0.0,0.0,0.0,0.0,0.00017253596243489063,0.9996713433842307,0.0,0.0,0.0,0.9996713433842307,1.1004918712877192,0.6002682934285335,0.3501565045007832,,,0.00015612065333427187,0.0,True
0.06,1.2,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.06,1.2,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996744711453364,0.0001725233041297043,1.0,0.00015300555053400521,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725233041297043,0.9996744711453364,0.0,0.0,0.0,0.9996744711453364,1.200532324866369,0.6002661624320663,0.35015526141950243,,,0.00015300555053400521,0.0,True
0.06,1.3,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.06,1.3,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996776361716009,0.00017251064768177227,0.9999999999999999,0.00014985318071725535,0.0,0.0,0.0,0.0,0.0,0.0,0.00017251064768177227,0.9996776361716009,0.0,0.0,0.0,0.9996776361716009,1.300572012021712,0.6002640055473787,0.3501540032367583,,,0.00014985318071725535,0.0,True
0.065,0.8,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.065,0.8,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996167577397242,0.00017257909070050547,0.9999999999999998,0.0002106631695750869,0.0,0.0,0.0,0.0,0.0,0.0,0.00017257909070050547,0.9996167577397242,0.0,0.0,0.0,0.9996167577397242,0.8004076085899741,0.6003057064413226,0.35017832875825705,,,0.0002106631695750869,0.0,True
0.065,0.9,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.065,0.9,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996198277194752,0.0001725664260663637,1.0000000000000002,0.00020760585445860554,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725664260663637,0.9996198277194752,0.0,0.0,0.0,0.9996198277194752,0.9004554272028594,0.6003036181340998,0.35017711057903333,,,0.00020760585445860554,0.0,True
0.065,1.0,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.065,1.0,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996229343807196,0.00017255376329086862,1.0,0.0002045118559895237,0.0,0.0,0.0,0.0,0.0,0.0,0.00017255376329086862,0.9996229343807196,0.0,0.0,0.0,0.9996229343807196,1.0005025072481433,0.6003015043477594,0.35017587753699436,,,0.0002045118559895237,0.0,True
0.065,1.1,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.065,1.1,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996260780521818,0.00017254110237361047,0.9999999999999999,0.00020138084544437952,0.0,0.0,0.0,0.0,0.0,0.0,0.00017254110237361047,0.9996260780521818,0.0,0.0,0.0,0.9996260780521818,1.1005488355632955,0.600299364851597,0.35017462949755773,,,0.00020138084544437952,0.0,True
0.065,1.2,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.065,1.2,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996292590633695,0.00017252844331417766,0.9999999999999999,0.00019821249331617168,0.0,0.0,0.0,0.0,0.0,0.0,0.00017252844331417766,0.9996292590633695,0.0,0.0,0.0,0.9996292590633695,1.2005943988308025,0.6002971994143086,0.35017336632579515,,,0.00019821249331617168,0.0,True
0.065,1.3,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.065,1.3,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9996324777445376,0.0001725157861121639,1.0000000000000002,0.00019500646935039707,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725157861121639,0.9996324777445376,0.0,0.0,0.0,0.9996324777445376,1.3006391835777098,0.600295007804015,0.35017208788645127,,,0.00019500646935039707,0.0,True
0.07,0.8,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.07,0.8,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995714477923917,0.00017258423320978093,0.9999999999999998,0.0002559679743983617,0.0,0.0,0.0,0.0,0.0,0.0,0.00017258423320978093,0.9995714477923917,0.0,0.0,0.0,0.9995714477923917,0.8004490713115939,0.6003368034825562,0.3501964686989637,,,0.0002559679743983617,0.0,True
0.07,0.9,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.07,0.9,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995745708668043,0.00017257156782082646,1.0,0.00025285756537483814,0.0,0.0,0.0,0.0,0.0,0.0,0.00017257156782082646,0.9995745708668043,0.0,0.0,0.0,0.9995745708668043,0.900502021278779,0.6003346808514043,0.3501952304974507,,,0.00025285756537483814,0.0,True
0.07,1.0,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.07,1.0,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995777310295964,0.00017255890429068347,0.9999999999999999,0.0002497100661129,0.0,0.0,0.0,0.0,0.0,0.0,0.00017255890429068347,0.9995777310295964,0.0,0.0,0.0,0.9995777310295964,1.0005542207601879,0.6003325324550033,0.35019397726620916,,,0.0002497100661129,0.0,True
0.07,1.1,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.07,1.1,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995809286089842,0.0001725462426189421,0.9999999999999998,0.0002465251483966782,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725462426189421,0.9995809286089842,0.0,0.0,0.0,0.9995809286089842,1.10060565645072,0.6003303580629388,0.3501927088708266,,,0.0002465251483966782,0.0,True
0.07,1.2,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.07,1.2,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995841639338858,0.00017253358280519326,0.9999999999999997,0.0002433024833086414,0.0,0.0,0.0,0.0,0.0,0.0,0.00017253358280519326,0.9995841639338858,0.0,0.0,0.0,0.9995841639338858,1.2006563148906253,0.6003281574442405,0.3501914251765761,,,0.0002433024833086414,0.0,True
0.07,1.3,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.07,1.3,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995874373338847,0.00017252092484902804,0.9999999999999999,0.00024004174126624514,0.0,0.0,0.0,0.0,0.0,0.0,0.00017252092484902804,0.9995874373338847,0.0,0.0,0.0,0.9995874373338847,1.3007061824650767,0.600325930367434,0.35019012604843275,,,0.00024004174126624514,0.0,True
0.075,0.8,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.075,0.8,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995262548214203,0.00017258937602591186,0.9999999999999999,0.00030115580255358983,0.0,0.0,0.0,0.0,0.0,0.0,0.00017258937602591186,0.9995262548214203,0.0,0.0,0.0,0.9995262548214203,0.8004904287727129,0.6003678215784238,0.3502145625882054,,,0.00030115580255358983,0.0,True
0.075,0.9,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.075,0.9,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995294320715298,0.0001725767098820738,0.9999999999999999,0.000297991218588138,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725767098820738,0.9995294320715298,0.0,0.0,0.0,0.9995294320715298,0.9005484958079122,0.600365663870843,0.3502133039254442,,,0.000297991218588138,0.0,True
0.075,1.0,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.075,1.0,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995326468173282,0.00017256404559721415,1.0,0.0002947891370746074,0.0,0.0,0.0,0.0,0.0,0.0,0.00017256404559721415,0.9995326468173282,0.0,0.0,0.0,0.9995326468173282,1.000605800187601,0.6003634801114732,0.35021203006580226,,,0.0002947891370746074,0.0,True
0.075,1.1,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.075,1.1,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995358993863259,0.00017255138317092046,0.9999999999999999,0.00029154923050299955,0.0,0.0,0.0,0.0,0.0,0.0,0.00017255138317092046,0.9995358993863259,0.0,0.0,0.0,0.9995358993863259,1.1006623284641974,0.6003612700703108,0.35021074087511656,,,0.00029154923050299955,0.0,True
0.075,1.2,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.075,1.2,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995391901066517,0.00017253872260278525,1.0,0.00028827117074556866,0.0,0.0,0.0,0.0,0.0,0.0,0.00017253872260278525,0.9995391901066517,0.0,0.0,0.0,0.9995391901066517,1.2007180670358557,0.6003590335168686,0.350209436218935,,,0.00028827117074556866,0.0,True
0.075,1.3,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.075,1.3,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9995425193070135,0.00017252606389239766,1.0,0.00028495462909403313,0.0,0.0,0.0,0.0,0.0,0.0,0.00017252606389239766,0.9995425193070135,0.0,0.0,0.0,0.9995425193070135,1.3007730021460717,0.6003567702202226,0.35020811596254786,,,0.00028495462909403313,0.0,True
0.08,0.8,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.08,0.8,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.999481183276405,0.0001725945191489314,1.0,0.000346222204446,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725945191489314,0.999481183276405,0.0,0.0,0.0,0.999481183276405,0.8005316768759844,0.6003987576558959,0.35023260863338734,,,0.000346222204446,0.0,True
0.08,0.9,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.08,0.9,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994844158021812,0.0001725818522501402,1.0000000000000002,0.0003430023455688091,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725818522501402,0.9994844158021812,0.0,0.0,0.0,0.9994844158021812,0.9005948461607097,0.6003965641060639,0.35023132906264326,,,0.0003430023455688091,0.0,True
0.08,1.0,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.08,1.0,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994876862308961,0.00017256918721049086,1.0,0.00033974458189339545,0.0,0.0,0.0,0.0,0.0,0.0,0.00017256918721049086,0.9994876862308961,0.0,0.0,0.0,0.9994876862308961,1.0006572403647829,0.6003943442178069,0.35023003412781933,,,0.00033974458189339545,0.0,True
0.08,1.1,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.08,1.1,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994909948891474,0.0001725565240295764,1.0,0.000336448586823012,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725565240295764,0.9994909948891474,0.0,0.0,0.0,0.9994909948891474,1.1007188458983448,0.6003920977616841,0.35022872369507396,,,0.000336448586823012,0.0,True
0.08,1.2,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.08,1.2,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994943421040636,0.00017254386270698334,0.9999999999999996,0.0003331140332290356,0.0,0.0,0.0,0.0,0.0,0.0,0.00017254386270698334,0.9994943421040636,0.0,0.0,0.0,0.9994943421040636,1.2007796490177651,0.6003898245078463,0.35022739763032695,,,0.0003331140332290356,0.0,True
0.08,1.3,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.08,1.3,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994977282032693,0.00017253120324230517,1.0000000000000002,0.00032974059348855677,0.0,0.0,0.0,0.0,0.0,0.0,0.00017253120324230517,0.9994977282032693,0.0,0.0,0.0,0.9994977282032693,1.3008396358252978,0.6003875242260369,0.35022605579926264,,,0.00032974059348855677,0.0,True
0.085,0.8,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.085,0.8,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994362377884128,0.00017259966257887036,0.9999999999999997,0.0003911625490079308,0.0,0.0,0.0,0.0,0.0,0.0,0.00017259966257887036,0.9994362377884128,0.0,0.0,0.0,0.9994362377884128,0.8005728113568182,0.6004296085165394,0.3502506049687504,,,0.0003911625490079308,0.0,True
0.085,0.9,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.085,0.9,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994395267081336,0.000172586994925055,1.0,0.00038788629694126606,0.0,0.0,0.0,0.0,0.0,0.0,0.000172586994925055,0.9994395267081336,0.0,0.0,0.0,0.9994395267081336,0.9006410675201295,0.6004273783456944,0.3502493040357505,,,0.00038788629694126606,0.0,True
0.085,1.0,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.085,1.0,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994428539374609,0.00017257432913054757,1.0,0.0003845717334085178,0.0,0.0,0.0,0.0,0.0,0.0,0.00017257432913054757,0.9994428539374609,0.0,0.0,0.0,0.9994428539374609,1.0007085359185173,0.6004251215500654,0.3502479875716264,,,0.0003845717334085178,0.0,True
0.085,1.1,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.085,1.1,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994462198018621,0.00017256166519494037,0.9999999999999998,0.00038121853294266895,0.0,0.0,0.0,0.0,0.0,0.0,0.00017256166519494037,0.9994462198018621,0.0,0.0,0.0,0.9994462198018621,1.100775202820265,0.6004228379009359,0.35024665544295747,,,0.00038121853294266895,0.0,True
0.085,1.2,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.085,1.2,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994496246272497,0.000172549003117822,0.9999999999999999,0.0003778263696323912,0.0,0.0,0.0,0.0,0.0,0.0,0.000172549003117822,0.9994496246272497,0.0,0.0,0.0,0.9994496246272497,1.2008410543404535,0.6004205271692091,0.3502453075161115,,,0.0003778263696323912,0.0,True
0.085,1.3,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.085,1.3,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9994530687399411,0.0001725363428987826,0.9999999999999999,0.0003743949171599375,0.0,0.0,0.0,0.0,0.0,0.0,0.0001725363428987826,0.9994530687399411,0.0,0.0,0.0,0.9994530687399411,1.3009060764407097,0.6004181891254761,0.35024394365725764,,,0.0003743949171599375,0.0,True
0.09,0.8,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.09,0.8,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9993914231766629,0.00017260480631576123,1.0000000000000002,0.00043597201702153676,0.0,0.0,0.0,0.0,0.0,0.0,0.00017260480631576123,0.9993914231766629,0.0,0.0,0.0,0.9993914231766629,0.8006138277771814,0.6004603708318357,0.3502685496526597,,,0.00043597201702153676,0.0,True
0.09,0.9,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.09,0.9,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9993947696261544,0.00017259213790685152,0.9999999999999999,0.00043263823593861993,0.0,0.0,0.0,0.0,0.0,0.0,0.00017259213790685152,0.9993947696261544,0.0,0.0,0.0,0.9993947696261544,0.9006871548747751,0.6004581032488168,0.3502672268958912,,,0.00043263823593861993,0.0,True
0.09,1.0,900.0,0.05,0.75,0.6,0.35,0.2,0.015,0.005,0.09,1.0,ok,,CE2C3_D5C#1;FCC_A1#1;MS_B1#1,3,0.9993981547907744,0.00017257947135741766,0.9999999999999998,0.00042926573786796423,0.0,0.0,0.0,0.0,0.0,0.0,0.00017257947135741766,0.9993981547907744,0.0,0.0,0.0,0.9993981547907744,1.0007596812605664,0.6004558087553206,0.3502658884413432,,,0.00042926573786796423,0.0,True
